call_letters,station_name,frequency,format,market_city,market_state,market_rank,owner,address,phone_main,phone_direct,phone_studio,contact_name,contact_title,contact_email,best_call_days,best_call_time_start,best_call_time_end,timezone,last_called,last_result,follow_up_date,status,notes,verified_date,source
KIGI,,106.9 FM,,Igiugig,AK,,BAY Broadcasting Company,"P.O. BOX 214, NAKNEK, AK",9072467492,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=203610 fcc_applicant_email=KAKN@KAKN.ORG,,FCC LMS 2026-04-23
KINU,,89.9 FM,,Kotzebue,AK,,Kotzebue Broadcasting INC,"KOTZEBUE, AK",9074423434,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=171728 fcc_applicant_email=gm@kotz.org,,FCC LMS 2026-04-23
KINY,,800 AM,,Juneau,AK,,"Alaska-juneau Communications, INC","1107 WEST 8TH ST., NO. 2, JUNEAU, AK",,,,,,,,,,AT,,,,UNVERIFIED,FCC svc=AM fac_id=823,,FCC LMS 2026-04-23
KIYU-FM,,88.1 FM,,Galena,AK,,Big River Public Broadcasting Corporation,"Galena, AK",9076561488,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=178861 fcc_applicant_email=austin1985a@gmail.com,,FCC LMS 2026-04-23
KJBA,,96.7 FM,Religious/Christian,Craig,AK,,New Hope Baptist Church of Craig,"116 Tanner Crab Court, Craig, AK",9078262526,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=776150 fcc_applicant_email=pastoroyanania@gmail.com,,FCC LMS 2026-04-23
KJHA,,88.7 FM,,Houston,AK,178,"Evangelistic Alaska Missionary Fellowship, INC","P.O. BOX 56359, NORTH POLE, AK",,,,,,,,,,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=77894 cbsa_match=Anchorage, AK → Nielsen #178",,FCC LMS 2026-04-23
KJLK,,89.9 FM,Religious/Christian,Soldotna,AK,,"Christian Broadcasting, Inc","6401 E. Northern Lights, Suite 201, Anchorage, AK",9077270409,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=765211 fcc_applicant_email=tom@cbimediagroup.com,,FCC LMS 2026-04-23
KJLP,,88.9 FM,Religious/Christian,Palmer,AK,178,Christian Broadcasting INC,"6401 E NORTHERN LIGHTS, P. O. BOX 210389, ANCHORAGE, AK",9073335282,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=91481 cbsa_match=Anchorage, AK → Nielsen #178 fcc_applicant_email=tom@cbimediagroup.com",,FCC LMS 2026-04-23
KJNO,,630 AM,,Juneau,AK,,"Alaska Broadcast Communications, INC","3161 CHANNEL DR., STE 202, JUNEAU, AK",6614848051,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=AM fac_id=61235 fcc_applicant_email=cdumas@frontiermediausa.com,,FCC LMS 2026-04-23
KJNP,,1170 AM,,North Pole,AK,,"Evangelistic Alaska Missionary Fellowship, INC","PO BOX 56359, NORTH POLE, AK",9074882216,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,"FCC svc=AM fac_id=19866 cbsa=Fairbanks-College, AK fcc_applicant_email=kjnp@mosquitonet.com",,FCC LMS 2026-04-23
KJNP-FM,,100.3 FM,,North Pole,AK,,"Evangelistic Alaska Missionary Fellowship, INC","P.O. BOX 56359, NORTH POLE, AK",,,,,,,,,,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=20016 cbsa=Fairbanks-College, AK",,FCC LMS 2026-04-23
KJNR,,91.9 FM,Religious/Christian,Bethel,AK,,Bethel United Pentecostal Church,"PO Box 1749, 451 Ridgecrest Dr., Bethel, AK",9075433246,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=174904 fcc_applicant_email=lorin192@icloud.com,,FCC LMS 2026-04-23
KKED,,104.7 FM,,Fairbanks,AK,,iHeartMedia,"7136 S. YALE AVENUE, SUITE 501, TULSA, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=69120 cbsa=Fairbanks-College, AK licensee=IHM LICENSES, LLC fcc_applicant_email=FCCCONTACT@IHEARTMEDIA.COM",,FCC LMS 2026-04-23
KKET,,95.9 FM,,Allakaket,AK,,BIG River Public Broadcasting Corporation,"GALENA, AK",9076561488,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=199490 fcc_applicant_email=austin1985a@gmail.com,,FCC LMS 2026-04-23
KKIS-FM,,96.5 FM,,Soldotna,AK,,"Eagle Rock Broadcasting, INC","44619 STERLING HIGHWAY, SOLDOTNA, AK",,,,,,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=34883,,FCC LMS 2026-04-23
KKLK,,89.3 FM,Religious/Christian,Savoonga,AK,,Nome Seventh-day Adventist Church,"501 ROUND THE CLOCK, NOME, AK",9074435137,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=203398 fcc_applicant_email=rayn@woehler.us,,FCC LMS 2026-04-23
KKNI-FM,,105.3 FM,,Sterling,AK,,"Phoenix Broadcasting, INC","10914 E. 46TH AVENUE, SPOKANE, WA",,,,,,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=72677,,FCC LMS 2026-04-23
KKON,,91.9 FM,,Galena,AK,,Big River Public Broadcasting Corporation,"Galena, AK",9076561488,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=776126 fcc_applicant_email=austin1985a@gmail.com,,FCC LMS 2026-04-23
KKQA,,88.1 FM,,Akutan,AK,,"Aleutian Peninsula Broadcasting, Inc","Sand Point, AK",9073835737,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=757242 fcc_applicant_email=austin1985a@gmail.com,,FCC LMS 2026-04-23
KKWG,,93.3 FM,,Kongiganak,AK,,"Bethel Broadcasting, Inc","Bethel, AK",9075433131,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=758544 fcc_applicant_email=shane@kyuk.org,,FCC LMS 2026-04-23
KLAM,,1450 AM,,Cordova,AK,,"Bayview Communications, INC","P.O. BOX 60, #1 FORESTRY WAY, CORDOVA, AK",,,,,,,,,,AT,,,,UNVERIFIED,FCC svc=AM fac_id=56491,,FCC LMS 2026-04-23
KLEF,,98.1 FM,,Anchorage,AK,178,"Northern WAY Broadcasting, INC","3601 C STREET, ANCHORAGE, AK",,,,,,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=10839 metro=Anchorage,,FCC LMS 2026-04-23
KLIU,,89.9 FM,,Unalakleet,AK,,Bering Light Corp,"64 Beach Rd, Unalakleet, AK",9076318449,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=766787 fcc_applicant_email=forss4missions@gmail.com,,FCC LMS 2026-04-23
KLOP,,91.5 FM,,Holy Cross,AK,,Kuskokwim Public Broadcasting Corporation,"MCGRATH, AK",9075243001,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=189898 fcc_applicant_email=GM.KSKO@GMAIL.COM,,FCC LMS 2026-04-23
KLSF,,89.7 FM,Religious/Christian,Juneau,AK,,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=175901 licensee=K-LOVE, Inc. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KMBQ-FM,,99.7 FM,,Wasilla,AK,178,Alaska Metro Broadcasting Corp,"851 E. WESTPOINT DRIVE, SUITE 211, WASILLA, AK",,,,,,,,,,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=35118 cbsa_match=Anchorage, AK → Nielsen #178",,FCC LMS 2026-04-23
KMGS,,89.5 FM,,Anvik,AK,,Kuskokwim Public Broadcasting Corporation,"McGrath, AK",9075243001,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=189897 fcc_applicant_email=gm.ksko@gmail.com,,FCC LMS 2026-04-23
KMVN,,105.7 FM,,Anchorage,AK,178,"Northern Television, INC","1007 WEST 32ND AVE, ANCHORAGE, AK",,,,,,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=49628 metro=Anchorage,,FCC LMS 2026-04-23
KMXS,,103.1 FM,,Anchorage,AK,178,Alpha Media,"180 Post Road East, Suite 201, Westport, CT",2032271978,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,AT,,,,UNVERIFIED,FCC svc=FM fac_id=52677 metro=Anchorage licensee=ALPHA MEDIA LICENSEE LLC fcc_applicant_email=dbevins@conncos.com,,FCC LMS 2026-04-23
KMXT,,100.1 FM,,Kodiak,AK,,Kodiak Public Broadcasting Corporation,"620 EGAN WAY, KODIAK, AK",9074863181,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=35339 fcc_applicant_email=gm@kmxt.org,,FCC LMS 2026-04-23
KNBA,,90.3 FM,,Anchorage,AK,178,Koahnic Broadcast Corporation,"810 E. 9TH AVENUE, ANCHORAGE, AK",,,,,,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=35289 metro=Anchorage,,FCC LMS 2026-04-23
KNEE,,95.1 FM,Religious/Christian,Nenana,AK,,"Voice FOR Christ Ministries, INC","NENANA, AK",9078325426,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=199595 fcc_applicant_email=mike@vfcm.org,,FCC LMS 2026-04-23
KNGW,,88.9 FM,Religious/Christian,Juneau,AK,,CSN International,"4002 N. 3300 E., Twin Falls, ID",2087333133,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=176566 licensee=CSN International, INC fcc_applicant_email=mikekestler@netzero.com",,FCC LMS 2026-04-23
KNIB,,89.5 FM,,Nikolai,AK,,Kuskokwim Public Broadcasting Corporation,"MCGRATH, AK",9075243001,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=198149 fcc_applicant_email=GM.KSKO@GMAIL.COM,,FCC LMS 2026-04-23
KNKO,,88.5 FM,,Shageluk,AK,,Kuskokwim Public Broadcasting Corporation,"MCGRATH, AK",9075243001,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=189899 fcc_applicant_email=GM.KSKO@GMAIL.COM,,FCC LMS 2026-04-23
KNLS,,0.0 FM,,Anchor Point,AK,,,,,,,,,,,,,,,,,UNVERIFIED,FCC svc=FM fac_id=73724,,FCC LMS 2026-04-23
KNLT,,95.5 FM,,Palmer,AK,178,,,,,,,,,,,,,,,,UNVERIFIED,"FCC svc=FM fac_id=189579 cbsa_match=Anchorage, AK → Nielsen #178",,FCC LMS 2026-04-23
KNNA-FM,,99.1 FM,,Nenana,AK,,"Athabascan Fiddlers Association, INC","1870 ALASKA WAY, FAIRBANKS, AK",9073885651,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=199589 fcc_applicant_email=ANN@KRFF891.COM,,FCC LMS 2026-04-23
KNOM,,780 AM,Religious/Christian,Nome,AK,,Catholic Bishop OF Northern Alaska,"1316 PEGER ROAD, FAIRBANKS, AK",,,,,,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,FCC svc=AM fac_id=9340,,FCC LMS 2026-04-23
KNOM-FM,,96.1 FM,Religious/Christian,Nome,AK,,Catholic Bishop OF Northern Alaska,"1316 PEGER RD., FAIRBANKS, AK",,,,,,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=9339,,FCC LMS 2026-04-23
KNSA,,930 AM,,Unalakleet,AK,,"Unalakleet Broadcasting, INC","UNALAKLEET, AK",9076243100,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=AM fac_id=68754 fcc_applicant_email=knsa@gci.net,,FCC LMS 2026-04-23
KNUL,,99.1 FM,,Nulato,AK,,BIG River Public Broadcasting Corporation,"GALENA, AK",9076561488,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=178863 fcc_applicant_email=austin1985a@gmail.com,,FCC LMS 2026-04-23
KNUN,,91.9 FM,College/Educational,Toksook Bay,AK,,Kashunamiut School District,"985 KSD Way, Chevak, AK",2767332608,,,,PD — research via AllAccess,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=201845 fcc_applicant_email=wgregg@chevakschool.org,,FCC LMS 2026-04-23
KOAN,,1080 AM,,Anchorage,AK,178,Falcon Broadcasting LLC,"814 West Northern Lights, ANCHORAGE, AK",9073602565,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=AM fac_id=12961 metro=Anchorage fcc_applicant_email=accounting@robbinsalaska.com,,FCC LMS 2026-04-23
KODK,,90.7 FM,,Kodiak,AK,,Kodiak Public Broadcasting Corporation,"620 EGAN WAY, KODIAK, AK",9074863181,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=171986 fcc_applicant_email=GM@KMXT.ORG,,FCC LMS 2026-04-23
KOFW,,91.9 FM,,Deltana,AK,,Our Father's World Radio,"314 Hartsock Way, Tok, AK",9075058183,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=763946 fcc_applicant_email=hartsockhomestead@gmail.com,,FCC LMS 2026-04-23
KOGJ,,88.1 FM,Religious/Christian,Kenai,AK,,CSN International,"4002 N. 3300 E., TWIN FALLS, ID",2087346633,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=174802 licensee=CSN International fcc_applicant_email=SCOTT@CSNRADIO.COM,,FCC LMS 2026-04-23
KOLD-FM,,91.9 FM,,Cold Bay,AK,,"Aleutian Peninsula Broadcasting, Inc","Sand Point, AK",9073835737,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=756181 fcc_applicant_email=gm@apradio.org,,FCC LMS 2026-04-23
KORI,,91.9 FM,,Noorvik,AK,,"Kotzebue Broadcasting, INC","KOTZEBUE, AK",9074423434,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=180891 fcc_applicant_email=gm@kotz.org,,FCC LMS 2026-04-23
KOTZ,,720 AM,,Kotzebue,AK,,"Kotzebue Broadcasting, INC","KOTZEBUE, AK",9074423434,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=AM fac_id=35440 fcc_applicant_email=gm@kotz.org,,FCC LMS 2026-04-23
KOYU,,98.1 FM,,Koyukuk,AK,,BIG River Public Broadcasting Corporation,"GALENA, AK",9076561488,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=178865 fcc_applicant_email=austin1985a@gmail.com,,FCC LMS 2026-04-23
KPEN,,840 AM,,Kenai,AK,,Peninsula Radio Group Inc,"Homer, AK",9073788499,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=AM fac_id=160571 fcc_applicant_email=michael@myalaskaradio.com,,FCC LMS 2026-04-23
KPEN-FM,,101.7 FM,,Soldotna,AK,,Peninsula Radio Group Inc,"PO Box 214, Homer, AK",9073788499,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=52149 fcc_applicant_email=michael@myalaskaradio.com,,FCC LMS 2026-04-23
KPOL,,91.3 FM,,Dillingham,AK,,Lightpole Radio DLG,"P.O. Box 131, Dillingham, AK",9078422735,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=767691 fcc_applicant_email=lightpoleradio@gmail.com,,FCC LMS 2026-04-23
KPWI,,94.9 FM,,Craig,AK,,Adventist Radio Alaska Corporation,"6100 O'Malley Road, Anchorage, AK",9073341004,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=775237 fcc_applicant_email=tobindodge@gmail.com,,FCC LMS 2026-04-23
KQHE,,92.7 FM,Religious/Christian,Fairbanks,AK,,Little Flower Ministries,"Post Office Box 81476, Fairbanks, AK",9074514868,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=190428 cbsa=Fairbanks-College, AK fcc_applicant_email=info@kqhe.org",,FCC LMS 2026-04-23
KQQJ,,90.7 FM,Religious/Christian,Juneau,AK,,Juneau Seventh-day Adventist Church,"4343 MENDENHALL LOOP RD, JUNEAU, AK",9072097147,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=176903 fcc_applicant_email=kqqj90.7fm@gmail.com,,FCC LMS 2026-04-23
KQQN,,89.3 FM,Religious/Christian,Nome,AK,,Nome Seventh-day Adventist Church,"501 ROUND THE CLOCK, NOME, AK",9074435971,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=176907 fcc_applicant_email=ryan@woehler.us,,FCC LMS 2026-04-23
KQQS,,89.3 FM,Religious/Christian,Sitka,AK,,Sitka Seventh-day Adventist Church,"1613 HALIBUT POINT ROAD, SITKA, AK",9077478855,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=176871 fcc_applicant_email=kqqs@gci.net,,FCC LMS 2026-04-23
KQVK,,91.9 FM,,Kivalina,AK,,"Kotzebue Broadcasting, INC","KOTZEBUE, AK",9074423434,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=180889 fcc_applicant_email=gm@kotz.org,,FCC LMS 2026-04-23
KRAK,,102.1 FM,,Anchorage,AK,178,OMG FCC Licenses LLC,"P.O. BOX 99827, SEATTLE, WA",4258911200,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=28647 metro=Anchorage fcc_applicant_email=TRILA.BUMSTEAD@OHANAMEDIAGROUP.COM,,FCC LMS 2026-04-23
KRBD,,105.3 FM,,Ketchikan,AK,,Rainbird Community Broadcasting Corporation,"123 STEDMAN STREET, KETCHIKAN, AK",,,,,,,,,,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=54928 cbsa=Ketchikan, AK",,FCC LMS 2026-04-23
KRBY,,98.1 FM,,Ruby,AK,,BIG River Public Broadcasting Corporation,"GALENA, AK",9076561488,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=178862 fcc_applicant_email=austin1985a@gmail.com,,FCC LMS 2026-04-23
KRFF,,89.1 FM,,Fairbanks,AK,,"Athabascan Fiddlers Association, INC","1870 ALASKA WAY, FAIRBANKS, AK",9073885651,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=173890 cbsa=Fairbanks-College, AK fcc_applicant_email=ANN@KRFF891.COM",,FCC LMS 2026-04-23
KRGW,,106.9 FM,,Fairbanks,AK,,Adventist Radio Alaska Corporation,"6100 O'MALLEY ROAD, ANCHORAGE, AK",9073461004,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=199506 cbsa=Fairbanks-College, AK fcc_applicant_email=pastortobin@gmail.com",,FCC LMS 2026-04-23
KRLL-FM,,93.9 FM,,Circle,AK,,"Athabascan Fiddlers Association, INC","1870 ALASKA WAY, FAIRBANKS, AK",9073885651,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=203344 cbsa=Fairbanks-College, AK fcc_applicant_email=ANN@KRFF891.COM",,FCC LMS 2026-04-23
KRMR,,93.3 FM,,Russian Mission,AK,,"Bethel Broadcasting, Inc","Bethel, AK",9075433131,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=758545 fcc_applicant_email=shane@kyuk.org,,FCC LMS 2026-04-23
KRNN,,102.7 FM,,Juneau,AK,,KTOO Public Media,"360 Egan Drive, Juneau, AK",9074636405,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=17049 fcc_applicant_email=justin.shoman@ktoo.org,,FCC LMS 2026-04-23
KRUA,,88.1 FM,College/Educational,Anchorage,AK,178,"Alaska Board OF Regents, ON Behalf OF THE Union OF Students, University OF Alaska-anchorage","JOHN BUTTROVICH BLDG., FAIRBANKS, AK",,,,,,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=69007 metro=Anchorage,,FCC LMS 2026-04-23
KRUP,,99.1 FM,,Dillingham,AK,,Mccormick Broadcasting,"P.O. BOX 157, 301 AIRPORT ROAD, DILLINGHAM, AK",,,,,,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=40842,,FCC LMS 2026-04-23
KSBZ,,103.1 FM,,Sitka,AK,,"Sitka Broadcasting Company, INC","3161 CHANNEL DR. SUITE 2, JUNEAU, AK",,,,,,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=60517,,FCC LMS 2026-04-23
KSCM,,94.3 FM,Religious/Christian,Scammon Bay,AK,,"Visionalaska, Inc., Alaska Brethren Ministries","38800 ROBINSON LOOP ROAD, STERLING, AK",9078620336,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=203434 fcc_applicant_email=Palmer@vfcm.org,,FCC LMS 2026-04-23
KSDP,,830 AM,,Sand Point,AK,,"Aleutian Peninsula Broadcasting, INC","P.O. BOX 328, SAND POINT, AK",,,,,,,,,,AT,,,,UNVERIFIED,FCC svc=AM fac_id=943,,FCC LMS 2026-04-23
KSKA,,91.1 FM,,Anchorage,AK,178,"Aurora Community Broadcasting, INC","3877 UNIVERSTIY DRIVE, ANCHORAGE, AK",,,,,,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=805 metro=Anchorage,,FCC LMS 2026-04-23
KSKC,,89.5 FM,,Crooked Creek,AK,,Kuskokwim Public Broadcasting Corporation,"MCGRATH, AK",9075243001,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=198150 fcc_applicant_email=GM.KSKO@GMAIL.COM,,FCC LMS 2026-04-23
KSKO-FM,,89.5 FM,,Mcgrath,AK,,Kuskokwim Public Broadcasting Corporation,"MCGRATH, AK",9075243001,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=198148 fcc_applicant_email=GM.KSKO@GMAIL.COM,,FCC LMS 2026-04-23
KSKP,,89.5 FM,,Sleetmute,AK,,Kuskokwim Public Broadcasting Corporation,"MCGRATH, AK",9075243001,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=198151 fcc_applicant_email=GM.KSKO@GMAIL.COM,,FCC LMS 2026-04-23
KSLD,,1140 AM,,Soldotna,AK,,"Ksrm, INC","40960 Kalifornsky Beach Rd., Kenai, AK",2026256241,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=AM fac_id=34880 fcc_applicant_email=mattwilson@radiokenai.com,,FCC LMS 2026-04-23
KSLK,,101.7 FM,Religious/Christian,Selawik,AK,,Nome Seventh-day Adventist Church,"501 ROUND THE CLOCK, NOME, AK",9074435137,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=203709 fcc_applicant_email=rayn@woehler.us,,FCC LMS 2026-04-23
KSRM,,920 AM,,Soldotna,AK,,"Ksrm, INC","40960 Kalifornsky Beach Rd., Kenai, AK",2026256241,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=AM fac_id=35635 fcc_applicant_email=mattwilson@radiokenai.com,,FCC LMS 2026-04-23
KSTK,,101.7 FM,,Wrangell,AK,,"Coastalaska, INC","360 EGAN DRIVE, JUNEAU, AK",9078742345,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=73924 fcc_applicant_email=cindy@kstk.org,,FCC LMS 2026-04-23
KSUA,,91.5 FM,,Fairbanks,AK,,Fairbanks Educational Broadcasting Foundation,"202 BUTROVICH BUILDING, FAIRBANKS, AK",,,,,,,,,,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=20445 cbsa=Fairbanks-College, AK",,FCC LMS 2026-04-23
KSUP,,106.3 FM,,Juneau,AK,,BTC USA Holdings Management Inc,"14206 Barbon Beck Ave., Bakersfield, CA",6614848051,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=820 fcc_applicant_email=cliffdumas@gmail.com,,FCC LMS 2026-04-23
KSUV,,91.5 FM,,Talkeetna,AK,178,Alaska Adventist Radio Network,"Nome, AK",9078417522,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=764847 cbsa_match=Anchorage, AK → Nielsen #178 fcc_applicant_email=ryan@akadventistradio.net",,FCC LMS 2026-04-23
KSVQ,,89.3 FM,Religious/Christian,Gambell,AK,,Nome Seventh-day Adventist Church,"501 ROUND THE CLOCK, NOME, AK",9074435137,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,AT,,,,UNVERIFIED,FCC svc=FM fac_id=198593 fcc_applicant_email=ryan@woehler.us,,FCC LMS 2026-04-23
KSYU,,98.1 FM,,Saint Marys,AK,,BIG River Public Broadcasting Corporation,"GALENA, AK",9076561488,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=180724 fcc_applicant_email=austin1985a@gmail.com,,FCC LMS 2026-04-23
KTDZ,,103.9 FM,,College,AK,,"Borealis Broadcasting, INC","1060 ASPEN, FAIRBANKS, AK",,,,,,,,,,AT,,,,UNVERIFIED,"FCC svc=FM fac_id=69405 cbsa=Fairbanks-College, AK",,FCC LMS 2026-04-23
KTKF,,89.5 FM,,Tok,AK,,"Athabascan Fiddlers Association, INC","1870 ALASKA WAY, FAIRBANKS, AK",9073885651,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,FCC svc=FM fac_id=198722 fcc_applicant_email=ANN@KRFF891.COM,,FCC LMS 2026-04-23
KTKN,,930 AM,,Ketchikan,AK,,"Alaska Broadcast Communications, INC","3161 CHANNEL DR. SUITE 2, JUNEAU, AK",9075863630,,,,PD — research via AllAccess,,,,,AT,,,,UNVERIFIED,"FCC svc=AM fac_id=788 cbsa=Ketchikan, AK fcc_applicant_email=richard@frontiermediausa.com",,FCC LMS 2026-04-23
